CellsPerSensor,MSE,Weight&Biases,ObjectiveFunctionValue,Architecture
1,0.22908139903844274,57,0.26416592109120485,[14]
1,0.5075229113943368,53,0.5794282581234049,[13]
1,0.915146477158103,128,1.2602736221286654,"[10, 5, 6]"
1,0.38804051973388926,53,0.44301771877252255,[13]
1,0.31987928945748184,65,0.3763214521888164,[16]
1,0.2957682454735325,61,0.34449383444224646,[15]
1,0.24697957532137718,65,0.2905587060780059,[16]
1,0.2891222988572303,118,0.3883277804791172,"[14, 3, 6]"
1,0.6814545926577711,107,0.8904523752484557,"[14, 4]"
1,0.14230068482831398,73,0.1707912956213275,[18]
1,0.1887167145566913,81,0.23107608437001434,[20]
1,0.2491624921187249,77,0.30205383480072134,[19]
1,0.19343004846665454,77,0.23449070286711737,[19]
1,0.1283995109143203,81,0.15722007606376087,[20]
1,0.2791853235368185,65,0.3284471044104437,[16]
2,0.37018248151064415,113,0.49102550788469834,"[14, 3, 5]"
2,0.48264706047155476,99,0.6181837002495544,"[11, 5]"
2,0.05927263620667091,53,0.06767032498544423,[13]
2,0.22877965718131077,85,0.2829469274749279,"[16, 2]"
2,0.04327459100690071,77,0.05246076988521519,[19]
2,0.6156829443283989,91,0.7729637329868153,"[12, 3, 3]"
2,0.06855483637807515,53,0.07826761814427588,[13]
2,0.05057924571627417,73,0.06070592645323037,[18]
3,0.8606498993433609,91,1.0805093191542643,"[12, 2, 7]"
3,0.029215688788215132,139,0.041355517731071365,"[14, 6]"
3,0.47554341172856185,83,0.5852026367315162,"[12, 2, 5]"
3,0.46242480230756355,142,0.6595013071109851,"[12, 4, 5, 4]"
3,0.2490310747967311,114,0.33115206708697154,"[15, 3, 4]"
3,0.08635522228656896,151,0.12596061527348268,"[11, 9]"
3,0.02992742910421513,69,0.03556192066799171,[17]
3,0.21386496845277886,117,0.28653045403912997,"[14, 2, 11]"
4,0.14526107600582439,100,0.18651891364688833,"[19, 2]"
4,0.11122924894135222,103,0.14389636849691834,"[16, 2, 5]"
4,0.02459272590609009,69,0.029222843186315066,[17]
4,0.02659377849798749,161,0.03977256278812037,"[13, 5, 5, 3]"
4,0.014892223316432956,267,0.029030272116679003,"[18, 8, 6]"
4,0.01791396666956385,152,0.026195317396541552,"[19, 3, 5, 2]"
4,0.020183057673422867,128,0.027794649091264518,"[17, 4]"
4,0.16628761542140774,116,0.2222313401673777,"[16, 3, 1, 4]"
5,0.011399505261130701,156,0.016836850330454185,"[15, 4, 5, 3]"
5,0.045505151185559214,146,0.06555080772574601,"[17, 3, 6, 2]"
5,0.017785822060326445,101,0.02289461262763345,"[18, 2, 2]"
5,0.019448587114746493,157,0.028797092451795164,"[16, 6]"
5,0.02663661555864964,107,0.034805895870880316,"[12, 4, 3]"
5,0.01632191288074033,142,0.02327799639137956,"[17, 4, 3]"
5,0.07435452285164774,116,0.09936942819796016,"[15, 4, 1]"
5,0.017428753097062332,125,0.023822281000415103,"[16, 3, 5]"
6,0.010575115685713083,193,0.017132952645635725,"[19, 5, 5]"
6,0.037762591183918004,115,0.05034095504298619,"[13, 5]"
6,0.022253598752222416,139,0.03150051003243542,"[18, 3, 3, 3]"
6,0.016057971750516258,81,0.01966234545652244,"[16, 1, 5]"
6,0.024741747482353253,121,0.0334814648736191,"[17, 3, 3]"
6,0.01224362079414729,122,0.016610002096667135,"[16, 3, 3, 2]"
6,0.15578060849578887,128,0.21452980110470074,"[14, 3, 8]"
6,0.01603473038022026,128,0.022081872400242578,"[19, 3, 1, 2]"
7,0.011803868193990522,125,0.01613397490016086,"[14, 5, 1]"
7,0.09017175812470864,127,0.12386797432651207,"[16, 3, 3, 3]"
7,0.0356401771798846,149,0.05172667334818983,"[20, 4]"
7,0.010352998773541108,180,0.016236734132909294,"[15, 5, 4, 5]"
7,0.009135617361106584,209,0.015404824960866283,"[18, 6, 5]"
7,0.01726426921786044,156,0.025498994055199183,"[13, 6, 4]"
7,0.014184049166862129,131,0.01968029802638833,"[15, 5]"
7,0.012812985363493226,152,0.01873623104168242,"[18, 3, 8]"
8,0.006906934061211974,208,0.01161765406560556,"[18, 5, 5, 4]"
8,0.710324228759747,160,1.0596792277967781,"[14, 5, 4, 3]"
8,0.007232520340387653,156,0.010682293634118116,"[15, 5, 4, 1]"
8,0.01450778529954399,124,0.0197802788278359,"[17, 2, 4, 4]"
8,0.01846643205121621,109,0.024250921100711604,"[17, 3]"
8,0.007890970846601193,146,0.011367054042426106,"[15, 5, 2, 2]"
8,0.00881981133173919,110,0.011611552164779692,"[19, 2, 3]"
8,0.2400037413492348,152,0.3509537723815436,"[12, 7, 2, 2]"
9,0.10757223119342092,104,0.13951366312451383,"[17, 2, 4]"
9,0.17031110843526603,148,0.24656528694341356,"[19, 3, 6]"
9,0.011471545856949105,152,0.016774664723604702,"[16, 3, 3, 8]"
9,0.018875149365512475,90,0.02363777832194573,"[13, 2, 5, 1]"
9,0.008327617305171193,123,0.011325732820273845,"[17, 3, 3, 1]"
9,0.023582304015720246,150,0.03431204987978929,"[11, 5, 8]"
9,0.01224921938058958,126,0.016784606908207766,"[17, 3, 4]"
9,0.10714073455481272,156,0.15824480717993678,"[19, 4, 3]"
10,0.012906170650270382,77,0.01564584743216141,[19]
10,0.005843592048673561,154,0.008587826563390261,"[17, 4, 5]"
10,0.023730563666992138,114,0.03155600247028522,"[15, 4]"
10,0.011216406433811148,133,0.015640716820845033,"[15, 5, 1]"
10,0.010300318350877696,137,0.014507631228584148,"[14, 2, 16]"
10,0.16861332505361926,198,0.27660986283201533,"[17, 3, 8, 6]"
10,0.006740229872286142,160,0.010055241391255932,"[18, 3, 2, 10]"
10,0.007580866919935367,220,0.01313956046702908,"[17, 5, 7, 4]"
2,0.06056585456689876,69,0.0719686982733114,[17]
2,0.0757916235152303,90,0.0949155718251844,"[17, 2]"
2,0.06241827001444332,65,0.07343186879896817,[16]
2,0.05448798613015591,77,0.0660545053199251,[19]
2,0.04980213891558612,139,0.07049613835562174,"[14, 6]"
2,0.21988998667591503,71,0.2625987917401757,"[12, 2, 2]"
2,0.04695460732877198,185,0.07456575350498203,"[17, 7]"
2,0.19115412015316627,73,0.2294258800209106,[18]
3,0.4105274869056186,97,0.5231890579530462,"[16, 2, 2, 2]"
3,0.02371771680633926,69,0.028183094530299463,[17]
3,0.021994258491677448,109,0.02888381609782585,"[18, 2, 4]"
3,0.8643148902440669,104,1.1209559855107547,"[17, 2, 4]"
3,0.20134429351561084,111,0.26573945752245054,"[16, 2, 7]"
3,0.4418308066854351,55,0.5069574213418852,"[8, 3]"
3,0.02525490180940404,69,0.030009688152513307,[17]
3,0.12507031491549264,146,0.18016554063940113,"[14, 5, 4]"
4,0.11913518732292931,123,0.16202633378396286,"[14, 3, 7]"
4,0.019231788151712614,145,0.027634487585552762,"[16, 3, 9]"
4,0.5744129290500913,99,0.7357192015309041,"[11, 5]"
4,0.022130742549140034,126,0.03032485603635131,"[14, 1, 4, 10]"
4,0.4595421488437473,73,0.5515489900018807,"[11, 3]"
4,0.02072531433930769,147,0.029929836768142617,"[17, 3, 5, 3]"
4,0.04358179430570151,81,0.053364167565325055,"[12, 3, 1]"
4,0.019063282928687204,131,0.02645021072504661,"[17, 3, 5]"
5,0.01661130576173899,142,0.023690722919746634,"[16, 4, 3, 2]"
5,0.018161551217368937,153,0.026623832917484408,"[16, 4, 6]"
5,0.34724254995017456,116,0.4640644887654713,"[12, 5, 2]"
5,0.029021757388459572,124,0.03956899287967687,"[15, 4, 2, 1]"
5,0.013360249908786478,148,0.019342096253502708,"[16, 5, 2]"
5,0.05976868240278692,141,0.08502810238440187,"[17, 3, 7]"
5,0.020441984207527318,180,0.032059412928262684,"[13, 6, 7]"
5,0.01304164685883176,152,0.019070599222512943,"[19, 3, 5, 2]"
6,0.012065731839593138,161,0.01804501294207429,"[13, 5, 5, 3]"
6,0.03391768233593299,107,0.04432001944716764,"[16, 2, 4, 2]"
6,0.032047464522278045,135,0.044912586130057,"[16, 4, 3]"
6,0.20552911518279715,118,0.27605157207948267,"[13, 3, 2, 7]"
6,0.00988436555320028,138,0.01395662452342904,"[19, 3, 4]"
6,0.017515879465150506,97,0.022322784146967617,"[15, 3]"
6,0.013164755783755875,140,0.018681677717883354,"[16, 4, 1, 6]"
6,0.019218252277779842,147,0.02775345860747749,"[16, 4, 5]"
7,0.009204239918416894,116,0.012300799233353666,"[16, 3, 1, 4]"
7,0.014035422162671923,149,0.02037042896414763,"[15, 3, 11]"
7,0.011085744175696162,128,0.015266486092676815,"[15, 3, 5, 2]"
7,0.035506458393803245,90,0.0444655444180811,"[15, 2, 3]"
7,0.01167712932153039,115,0.015566671242005246,"[18, 3]"
7,0.019314101341925537,157,0.02859796234478396,"[14, 6, 3]"
7,0.030762134313355893,114,0.04090631811387331,"[15, 4]"
7,0.015103386130845452,92,0.019009121934250823,"[13, 3, 2]"
8,0.008441383114578708,121,0.011423197671753408,"[14, 4, 3]"
8,0.016983577969683517,126,0.023271905846322966,"[19, 2, 7]"
8,0.009396119394769278,167,0.014264825811560689,"[18, 3, 11]"
8,0.017039698049649457,173,0.026259971961648972,"[15, 6, 3, 2]"
8,0.008882392203763474,134,0.01241705477902615,"[15, 4, 4]"
8,0.01136355930045244,107,0.014848690550165836,"[13, 3, 5]"
8,0.007857165274762162,134,0.010983848650957608,"[18, 3, 3, 2]"
8,0.009979394293384573,167,0.01515033125050123,"[16, 4, 4, 5]"
9,0.033505744667249614,132,0.04660542295258948,"[18, 3, 4]"
9,0.019883463196512362,77,0.024104255245463644,"[15, 1, 5]"
9,0.02416930559049795,115,0.032219873901810324,"[16, 3, 3]"
9,0.010453494069737217,158,0.015517001337003452,"[14, 4, 7, 1, 4]"
9,0.020751908305532158,128,0.02857802909050228,"[17, 4]"
9,0.010342069443766658,122,0.014030309990240521,"[18, 3, 2]"
9,0.008964466827189554,184,0.014200378690296995,"[14, 7, 2, 5]"
9,0.007924614385591052,164,0.011940949896369768,"[15, 5, 3, 4]"
10,0.007343688765652695,85,0.009082425413929326,"[16, 2]"
10,0.012066399771301032,103,0.015610202572146903,"[16, 3]"
10,0.011725294375913565,98,0.01498048599826856,"[18, 1, 5, 2]"
10,0.006793496757568088,154,0.00998382012758604,"[17, 4, 5]"
10,0.015625707802476997,103,0.02021485022483572,"[16, 2, 5]"
10,0.010351354300318038,121,0.014007842641174691,"[17, 3, 3]"
10,0.007337546633144429,81,0.008984532975006046,"[16, 1, 5]"
10,0.011726776927386117,144,0.01680833430801005,"[15, 4, 2, 6]"
2,0.36919574715396036,75,0.4453350781746869,"[14, 2]"
2,0.04730440355197494,77,0.05734601694795417,[19]
2,0.05814960025149686,65,0.06840999943433702,[16]
2,0.051541185033777026,73,0.06186045963445593,[18]
2,0.2654621065418484,93,0.33494693142057397,"[12, 4]"
2,0.09441873013285777,93,0.11913287488978197,"[12, 4]"
2,0.05119837708590218,61,0.05963292378228219,[15]
2,0.22318904544850135,85,0.2760326483296887,"[14, 2, 3]"
3,0.30272125336953054,91,0.38005364971447164,"[14, 3]"
3,0.04627265093805534,95,0.058677191689772604,"[16, 2, 3]"
3,0.2722731702286644,45,0.30469335110458917,[11]
3,0.5813594802836433,100,0.7464803489165738,"[11, 4, 3]"
3,0.2253393035588811,117,0.3019034553844837,"[13, 3, 7]"
3,0.17368841190582965,105,0.22582558595351568,"[14, 2, 8]"
3,0.19785563610995233,129,0.27315452322844885,"[18, 2, 9]"
3,0.1998624295981701,154,0.29372068885549324,"[12, 5, 2, 10]"
4,0.020761251012324317,77,0.02516837678981315,[19]
4,0.1548291930560501,164,0.23329938175152787,"[13, 6, 5]"
4,0.20463056563648166,100,0.26275084730843157,"[17, 2, 3]"
4,0.01812804702568316,116,0.024226820349341375,"[17, 2, 7]"
4,0.019685678758179753,75,0.023745461198500465,"[16, 1, 3]"
4,0.0553701140293935,119,0.07455521488253597,"[15, 3, 5]"
4,0.019052532250582628,163,0.028637012350452216,"[17, 5, 3]"
4,0.01751357820435883,149,0.02541848022703291,"[18, 3, 3, 5]"
5,0.013527585628015443,167,0.020537058388384863,"[16, 6, 2]"
5,0.02901574445416812,82,0.035617553596057686,"[15, 2, 1]"
5,0.027271475946850747,142,0.038894051409101245,"[17, 2, 1, 17]"
5,0.22750666343683723,96,0.28921765258653714,"[13, 2, 7]"
5,0.023734727499138287,166,0.035943176862993975,"[14, 7, 2]"
5,0.013275280843380883,86,0.01645951488923144,"[18, 1, 4]"
5,0.04186415861184532,125,0.05722152036598792,"[16, 3, 5]"
5,0.018357237385485052,92,0.02310441915564927,"[17, 2, 1]"
6,0.01384324882319631,142,0.019742973664047443,"[18, 3, 6]"
6,0.018585930488820575,78,0.022587685517198097,"[16, 1, 4]"
6,0.03913112579272637,151,0.05707796877459348,"[14, 4, 8]"
6,0.041539220814052466,99,0.053204238316971304,"[16, 2, 4]"
6,0.05141195607176234,131,0.07133383462711898,"[15, 5]"
6,0.012939889724891665,98,0.01653227890304251,"[16, 1, 4, 4]"
6,0.009970548077178353,122,0.013526294815175786,"[15, 4, 2]"
6,0.013101811484196984,100,0.016823058950360268,"[17, 2, 3]"
7,0.01289080914681415,111,0.01701362660886259,"[18, 2, 2, 3]"
7,0.01358917859637374,126,0.01862069849993865,"[15, 2, 12]"
7,0.01059449034217288,128,0.014589966799195428,"[17, 4]"
7,0.012608706343115807,139,0.01784793035408199,"[16, 5]"
7,0.058911568299312565,70,0.07017818285125663,"[13, 2]"
7,0.14530711142959127,136,0.20414887609475987,"[17, 3, 6]"
7,0.010161988902292671,117,0.013614755680556555,"[17, 2, 5, 2]"
7,0.010484454467460444,194,0.017028588927414486,"[15, 7, 4]"
8,0.010169883719097366,142,0.014504091416468854,"[17, 4, 3]"
8,0.032479289713853804,182,0.05119299194682606,"[18, 3, 14]"
8,0.024115320806682185,140,0.034221269180678464,"[16, 3, 8]"
8,0.008593267863898722,114,0.011427001302889048,"[15, 3, 4]"
8,0.008454141224422734,123,0.011497807983229164,"[14, 3, 7]"
8,0.010094250452755258,121,0.01365992002789989,"[20, 1, 13]"
8,0.014067781385990802,109,0.018474421886563275,"[15, 3, 3]"
8,0.010021042472213007,181,0.015755462481874837,"[18, 4, 4, 5]"
9,0.007312618770907099,135,0.010248193586619837,"[16, 4, 3]"
9,0.029576640627970684,137,0.041657644025574744,"[16, 2, 3, 9]"
9,0.008888272757031686,144,0.012739822787288848,"[13, 4, 8]"
9,0.00842486065302259,137,0.011866115914353804,"[16, 3, 3, 5]"
9,0.018602124860594055,135,0.026069754579889522,"[16, 2, 13]"
9,0.011136456221390914,135,0.015607070845780434,"[16, 4, 3]"
9,0.2450241268873472,101,0.3154047336402374,"[14, 2, 7]"
9,0.039508926362268076,102,0.05098475315240011,"[15, 2, 3, 3]"
10,0.014310157293408201,128,0.019706914920767128,"[14, 3, 6, 2]"
10,0.008154708566108303,183,0.012885407874620922,"[16, 6, 4]"
10,0.014322042843021738,115,0.01909258057459061,"[14, 4, 2]"
10,0.007206027464210507,118,0.009678605428598363,"[17, 1, 2, 3, 7]"
10,0.0169457516897238,132,0.02357100051326706,"[18, 3, 4]"
10,0.00887116766116711,109,0.0116500029039437,"[17, 3]"
10,0.031629136134938514,123,0.04301628329845766,"[14, 3, 7]"
10,0.009085575911540314,133,0.01266938041388432,"[19, 3, 3]"
2,0.0528558464362602,69,0.06280711287496116,[17]
2,0.23407925789445344,107,0.30586987516744113,"[12, 5]"
2,0.050540455287084375,69,0.06005579881869417,[17]
2,0.7708014326564692,75,0.929764004367262,"[8, 5]"
2,0.04544321322546811,81,0.05564340073427001,[20]
2,0.06764169565260215,73,0.0811845203167482,[18]
2,0.07127805831483508,61,0.08302058113494451,[15]
2,0.11849044176007961,65,0.13939788096088815,[16]
3,0.3338609968116135,133,0.46555243334573104,"[18, 2, 10]"
3,0.1513851722284478,97,0.19292999414791986,"[15, 3]"
3,0.026334025630230108,65,0.030980620170668927,[16]
3,0.28932922102833236,91,0.3632405230782865,"[16, 2, 2]"
3,0.02578577415183241,116,0.03446081737652553,"[17, 3, 2]"
3,0.03317555503374268,149,0.04814962309850276,"[20, 4]"
3,0.3151412271094757,112,0.4169727526851501,"[15, 2, 2, 7]"
3,0.05624470779338079,160,0.0839072441977819,"[17, 4, 6]"
4,0.3694042582698224,149,0.5361380024714941,"[12, 8]"
4,0.04476798014965755,128,0.06165122841733441,"[14, 3, 8]"
4,0.023589939709999758,198,0.038699254553716436,"[17, 5, 8]"
4,0.36783958152423,90,0.4606538638573025,"[17, 2]"
4,0.02268745278738015,85,0.028059072810544036,"[17, 1, 5]"
4,0.017605171207476764,86,0.021827980969714434,"[18, 1, 2, 2]"
4,0.020942289664919997,134,0.02927607248161875,"[15, 4, 4]"
4,0.04389823767020039,103,0.056790790590405864,"[16, 2, 5]"
5,0.12477907767431876,122,0.16927841662503657,"[18, 3, 2]"
5,0.03728124396604759,183,0.05890879247019229,"[16, 4, 11]"
5,0.014506659972704108,105,0.018861217928231647,"[18, 2, 3]"
5,0.01315337056896633,76,0.015905708068359267,"[17, 1, 2]"
5,0.01997163796133781,89,0.02494848665287948,"[18, 1, 5]"
5,0.21822757291749034,144,0.31279199933075036,"[13, 4, 8]"
5,0.015298103785375172,135,0.02143936857811594,"[16, 4, 3]"
5,0.03500219959755686,177,0.0544842083784935,"[17, 5, 5]"
6,0.009690478092032311,139,0.01371710732075073,"[16, 4, 2, 3]"
6,0.013482484102714076,108,0.017661574882131582,"[16, 1, 14]"
6,0.011132279902229621,135,0.015601217986690513,"[16, 4, 3]"
6,0.014578138342078143,102,0.018812528034227383,"[15, 2, 6]"
6,0.1066254937006728,148,0.15436541803603027,"[17, 4, 4]"
6,0.03809065508334986,103,0.049277568556205464,"[16, 3]"
6,0.01071956049321606,210,0.018120975886492027,"[20, 5, 5, 2]"
6,0.019963980430279922,122,0.027083635011244698,"[17, 3, 1, 4]"
7,0.010415550288047068,121,0.014094715070444686,"[17, 3, 3]"
7,0.012890631081905682,153,0.01889695456175396,"[19, 3, 7]"
7,0.016233004065028846,106,0.021158600328294776,"[19, 2, 2]"
7,0.013983170412718618,152,0.02044737460595104,"[19, 3, 4, 3]"
7,0.013517409686942705,132,0.01880228605392487,"[18, 3, 2, 3]"
7,0.008582629874066456,127,0.011789866350665151,"[18, 3, 3]"
7,0.01215126707446997,147,0.017547885359462327,"[16, 4, 5]"
7,0.011390144456110494,193,0.01845339676587496,"[19, 5, 5]"
8,0.03433539866309042,183,0.054254007083759485,"[19, 3, 13]"
8,0.023567431838046198,121,0.031892336699731995,"[16, 4]"
8,0.019487313972785303,112,0.02578424607977213,"[20, 2, 1, 2]"
8,0.016493896517806073,122,0.022376032413053012,"[17, 3, 1, 4]"
8,0.019609086728200914,141,0.027896272210818196,"[16, 4, 4]"
8,0.011976333405577928,140,0.01699522608698901,"[18, 3, 4, 2]"
8,0.04269277533475156,128,0.058793406250043714,"[15, 3, 1, 10]"
8,0.01064591993955923,205,0.017772933577227236,"[19, 4, 5, 6]"
9,0.082237045540927,171,0.12610386291172096,"[18, 5, 3]"
9,0.010420963839206012,78,0.012664711843599269,"[13, 2, 2, 1]"
9,0.007568641158052722,144,0.010848356000089003,"[15, 3, 10]"
9,0.009490247903074076,142,0.01353480796369963,"[18, 3, 6]"
9,0.010577859284472876,128,0.01456706370788648,"[11, 4, 4, 2, 4]"
9,0.01165160056551184,113,0.015455169736835812,"[14, 3, 5]"
9,0.007670259095754831,179,0.011999324964170385,"[19, 5, 3]"
9,0.009653678076079317,104,0.01252014554385301,"[15, 3, 2]"
10,0.006149149930224058,125,0.008404891430596445,"[18, 3, 1, 3]"
10,0.014160995313315295,92,0.01782302884194992,"[18, 1, 6]"
10,0.005823767441681537,180,0.009133485444250062,"[19, 4, 7]"
10,0.00981287754721547,167,0.014897531953364539,"[16, 6, 2]"
10,0.01680714871914305,82,0.020631196323311864,"[15, 2, 1]"
10,0.02089631259093854,98,0.026697574333574704,"[17, 1, 6, 2]"
10,0.007141521377753186,154,0.010495282093624174,"[17, 3, 2, 10]"
10,0.011190003939736626,103,0.014476416461674746,"[16, 2, 5]"
2,0.053002417860776176,73,0.06361425195125821,[18]
2,0.05092459023634177,73,0.06112041383316978,[18]
2,0.12445741823241496,98,0.1590094501201878,"[15, 2, 5]"
2,0.05912585206823373,69,0.07025758388253257,[17]
2,0.04876888648147378,73,0.05853310768131346,[18]
2,0.05976969772946587,61,0.06961630489206896,[15]
2,0.06557776734449519,69,0.07792421299430943,[17]
2,0.08755155575063074,65,0.10299988054039631,[16]
3,1.1363052915426173,125,1.5531451852370013,"[18, 2, 8]"
3,0.02954513385089832,53,0.03373105934511686,[13]
3,0.24250304643623682,110,0.319262699382153,"[19, 2, 3]"
3,0.12400414753331468,134,0.17335040577190555,"[13, 4, 2, 7]"
3,0.02678640941788153,61,0.031199268456057697,[15]
3,0.38859715609976203,103,0.5027249586165017,"[14, 3, 3]"
3,0.23022518167404557,127,0.31625785596280787,"[16, 2, 11]"
3,0.1640288122332503,126,0.22476200722782816,"[17, 3, 4]"
4,0.018573807310594388,215,0.03179319836936438,"[20, 7]"
4,0.018814093071404775,131,0.02610446103123359,"[16, 2, 12]"
4,0.02202719596185462,69,0.02617429624863611,[17]
4,0.032812986292456256,121,0.04440376932684328,"[16, 4]"
4,0.019770908017866094,127,0.027159083705364784,"[13, 3, 9]"
4,0.02861393784324915,172,0.04398699122787764,"[14, 5, 4, 5]"
4,0.2847306881328854,121,0.38530829481474727,"[14, 4, 3]"
4,0.022552249084555265,180,0.03536896704951753,"[13, 5, 10]"
5,0.3451024327253238,73,0.4141968232854386,"[11, 3]"
5,0.016042986659077257,91,0.02014128695701477,"[14, 3]"
5,0.028523686671730157,123,0.03879280740874305,"[14, 5]"
5,0.04195847035520509,115,0.055934442092082544,"[18, 3]"
5,0.018206075221339175,115,0.024270347597782856,"[18, 3]"
5,0.014009623634975144,115,0.018676097467532616,"[16, 3, 3]"
5,0.012125014190082602,162,0.01817906408841462,"[19, 4, 4]"
5,0.024784786930478347,125,0.03387678714048624,"[16, 2, 4, 5]"
6,0.012799304871348094,106,0.016683010437746077,"[15, 2, 7]"
6,0.13384800137790512,66,0.15785941177837404,"[10, 1, 8]"
6,0.023738225009837417,123,0.03228447997028055,"[14, 3, 7]"
6,0.029682373294931653,111,0.039175571552825986,"[18, 2, 1, 5]"
6,0.01040183058931168,190,0.01672629126745509,"[15, 7, 2, 4]"
6,0.01610409478820122,102,0.020781716263072802,"[17, 2, 2, 2]"
6,0.014103875864021443,126,0.01932596722325704,"[17, 3, 4]"
6,0.027854820174087823,109,0.03658016039280444,"[17, 1, 13]"
7,0.012287349512223593,146,0.017700099095383535,"[18, 3, 4, 3]"
7,0.010551876195958902,168,0.01605954990989684,"[19, 4, 2, 5]"
7,0.02490966227435813,107,0.03254929701527209,"[14, 2, 3, 5]"
7,0.010866857832304866,114,0.01445033491039344,"[15, 3, 4]"
